date,temp_max,temp_min,rainfall_mm,wind_speed,humidity_max,humidity_min,temp_avg,humidity_avg,month,year,temp_range,high_humidity,heavy_rain,season
2020-02-07,32.0,19.9,0.0,19.4,95,40,25.95,67.5,2,2020,12.100000000000001,0,0,Winter
2020-02-08,32.8,21.0,0.0,19.5,92,39,26.9,65.5,2,2020,11.799999999999997,0,0,Winter
2020-02-09,32.3,22.0,0.0,20.4,88,39,27.15,63.5,2,2020,10.299999999999997,0,0,Winter
2020-02-10,31.9,22.1,0.2,18.8,82,36,27.0,59.0,2,2020,9.799999999999997,0,0,Winter
2020-02-11,32.5,23.0,0.1,20.0,90,37,27.75,63.5,2,2020,9.5,0,0,Winter
2020-02-12,31.9,23.4,1.9,20.2,90,48,27.65,69.0,2,2020,8.5,0,0,Winter
2020-02-13,32.7,22.5,0.0,18.7,92,40,27.6,66.0,2,2020,10.200000000000003,0,0,Winter
2020-02-14,33.7,19.7,0.0,19.1,98,36,26.700000000000003,67.0,2,2020,14.000000000000004,0,0,Winter
2020-02-15,33.8,20.6,0.0,15.9,94,33,27.2,63.5,2,2020,13.199999999999996,0,0,Winter
2020-02-16,33.2,19.0,0.0,16.4,96,36,26.1,66.0,2,2020,14.200000000000003,0,0,Winter
2020-02-17,32.0,20.8,0.2,17.7,91,43,26.4,67.0,2,2020,11.2,0,0,Winter
2020-02-18,32.0,19.5,0.0,15.1,96,32,25.75,64.0,2,2020,12.5,0,0,Winter
2020-02-19,32.7,19.2,0.0,17.6,92,37,25.950000000000003,64.5,2,2020,13.500000000000004,0,0,Winter
2020-02-20,32.8,21.2,0.0,18.9,85,37,27.0,61.0,2,2020,11.599999999999998,0,0,Winter
2020-02-21,30.8,21.8,0.3,20.9,87,54,26.3,70.5,2,2020,9.0,0,0,Winter
2020-02-22,32.7,24.0,1.4,21.7,95,44,28.35,69.5,2,2020,8.700000000000003,0,0,Winter
2020-02-23,32.3,23.0,0.3,19.2,96,45,27.65,70.5,2,2020,9.299999999999997,0,0,Winter
2020-02-24,33.8,22.4,0.1,18.4,96,36,28.1,66.0,2,2020,11.399999999999999,0,0,Winter
2020-02-25,34.5,21.4,0.0,18.1,100,37,27.95,68.5,2,2020,13.100000000000001,0,0,Winter
2020-02-26,33.7,22.5,0.1,16.3,98,39,28.1,68.5,2,2020,11.200000000000003,0,0,Winter
2020-02-27,34.0,21.9,0.5,18.6,98,40,27.95,69.0,2,2020,12.100000000000001,0,0,Winter
2020-02-28,33.0,23.1,0.7,19.0,91,39,28.05,65.0,2,2020,9.899999999999999,0,0,Winter
2020-02-29,32.8,22.4,0.1,20.5,95,41,27.6,68.0,2,2020,10.399999999999999,0,0,Winter
2020-03-01,33.4,23.0,0.0,17.7,92,38,28.2,65.0,3,2020,10.399999999999999,0,0,Summer
2020-03-02,34.1,22.4,0.0,17.4,91,33,28.25,62.0,3,2020,11.700000000000003,0,0,Summer
2020-03-03,35.2,23.0,0.0,18.7,87,34,29.1,60.5,3,2020,12.200000000000003,0,0,Summer
2020-03-04,36.0,23.9,0.0,17.5,87,29,29.95,58.0,3,2020,12.100000000000001,0,0,Summer
2020-03-05,34.4,23.4,0.0,17.1,87,36,28.9,61.5,3,2020,11.0,0,0,Summer
2020-03-06,34.1,24.0,0.4,16.7,91,45,29.05,68.0,3,2020,10.100000000000001,0,0,Summer
2020-03-07,33.3,24.9,1.6,18.1,92,50,29.1,71.0,3,2020,8.399999999999999,0,0,Summer
2020-03-08,32.5,24.6,1.2,16.4,90,53,28.55,71.5,3,2020,7.899999999999999,0,0,Summer
2020-03-09,36.3,23.0,0.0,19.5,96,32,29.65,64.0,3,2020,13.299999999999997,0,0,Summer
2020-03-10,36.0,22.2,0.0,19.2,90,34,29.1,62.0,3,2020,13.8,0,0,Summer
2020-03-11,35.9,22.0,0.0,15.9,97,32,28.95,64.5,3,2020,13.899999999999999,0,0,Summer
2020-03-12,36.4,21.4,0.0,16.5,97,32,28.9,64.5,3,2020,15.0,0,0,Summer
2020-03-13,35.4,22.4,0.0,17.1,96,35,28.9,65.5,3,2020,13.0,0,0,Summer
2020-03-14,35.5,22.4,0.0,18.5,94,33,28.95,63.5,3,2020,13.100000000000001,0,0,Summer
2020-03-15,35.7,22.9,0.0,19.4,95,34,29.3,64.5,3,2020,12.800000000000004,0,0,Summer
2020-03-16,35.8,24.2,0.8,18.6,88,38,30.0,63.0,3,2020,11.599999999999998,0,0,Summer
2020-03-17,36.0,24.2,0.0,17.7,92,33,30.1,62.5,3,2020,11.8,0,0,Summer
2020-03-18,36.7,22.9,0.0,16.6,96,32,29.8,64.0,3,2020,13.800000000000004,0,0,Summer
2020-03-19,37.2,24.0,0.0,17.3,96,28,30.6,62.0,3,2020,13.200000000000003,0,0,Summer
2020-03-20,37.0,22.5,0.0,17.9,99,27,29.75,63.0,3,2020,14.5,0,0,Summer
2020-03-21,36.3,24.8,0.3,18.6,93,32,30.55,62.5,3,2020,11.499999999999996,0,0,Summer
2020-03-22,37.0,24.7,0.2,16.9,91,35,30.85,63.0,3,2020,12.3,0,0,Summer
2020-03-23,35.8,25.0,0.0,16.0,87,33,30.4,60.0,3,2020,10.799999999999997,0,0,Summer
2020-03-24,36.1,23.4,0.0,20.2,92,34,29.75,63.0,3,2020,12.700000000000003,0,0,Summer
2020-03-25,35.4,22.5,0.3,16.3,89,34,28.95,61.5,3,2020,12.899999999999999,0,0,Summer
2020-03-26,36.2,22.9,0.0,19.1,95,32,29.55,63.5,3,2020,13.300000000000004,0,0,Summer
2020-03-27,36.0,23.5,0.0,20.5,88,33,29.75,60.5,3,2020,12.5,0,0,Summer
2020-03-28,37.1,21.9,0.0,20.1,97,27,29.5,62.0,3,2020,15.200000000000003,0,0,Summer
2020-03-29,36.8,21.9,0.0,16.5,97,26,29.35,61.5,3,2020,14.899999999999999,0,0,Summer
2020-03-30,36.7,22.2,0.0,17.2,97,29,29.450000000000003,63.0,3,2020,14.500000000000004,0,0,Summer
2020-03-31,36.7,21.3,0.1,18.8,96,28,29.0,62.0,3,2020,15.400000000000002,0,0,Summer
2020-04-01,37.9,22.2,0.0,17.3,96,23,30.05,59.5,4,2020,15.7,0,0,Summer
2020-04-02,38.5,23.7,0.0,18.5,98,26,31.1,62.0,4,2020,14.8,0,0,Summer
2020-04-03,38.0,24.8,0.0,19.7,94,27,31.4,60.5,4,2020,13.2,0,0,Summer
2020-04-04,37.3,23.4,0.0,20.4,96,35,30.35,65.5,4,2020,13.899999999999999,0,0,Summer
2020-04-05,35.9,26.2,1.0,15.8,91,44,31.05,67.5,4,2020,9.7,0,0,Summer
2020-04-06,37.3,26.1,0.1,17.5,93,37,31.7,65.0,4,2020,11.199999999999996,0,0,Summer
2020-04-07,37.1,26.4,1.4,15.8,91,35,31.75,63.0,4,2020,10.700000000000003,0,0,Summer
2020-04-08,36.5,26.9,0.8,17.1,90,42,31.7,66.0,4,2020,9.600000000000001,0,0,Summer
2020-04-09,38.4,25.0,6.3,19.2,89,32,31.7,60.5,4,2020,13.399999999999999,0,0,Summer
2020-04-10,37.2,26.5,0.2,18.4,88,32,31.85,60.0,4,2020,10.700000000000003,0,0,Summer
2020-04-11,37.5,26.2,0.1,18.8,84,28,31.85,56.0,4,2020,11.3,0,0,Summer
2020-04-12,38.0,24.8,0.0,19.9,91,28,31.4,59.5,4,2020,13.2,0,0,Summer
2020-04-13,37.9,24.2,0.0,16.4,98,27,31.05,62.5,4,2020,13.7,0,0,Summer
2020-04-14,38.0,23.8,0.1,18.0,98,29,30.9,63.5,4,2020,14.2,0,0,Summer
2020-04-15,37.3,25.5,0.2,17.1,91,33,31.4,62.0,4,2020,11.799999999999997,0,0,Summer
2020-04-16,37.1,25.5,0.6,20.9,94,33,31.3,63.5,4,2020,11.600000000000001,0,0,Summer
2020-04-17,38.5,26.4,1.3,17.9,92,29,32.45,60.5,4,2020,12.100000000000001,0,0,Summer
2020-04-18,38.2,26.8,0.8,19.2,91,31,32.5,61.0,4,2020,11.400000000000002,0,0,Summer
2020-04-19,35.8,26.6,1.4,17.8,90,39,31.2,64.5,4,2020,9.199999999999996,0,0,Summer
2020-04-20,37.5,26.0,0.0,19.8,92,32,31.75,62.0,4,2020,11.5,0,0,Summer
2020-04-21,38.7,24.9,0.0,16.1,96,27,31.8,61.5,4,2020,13.800000000000004,0,0,Summer
2020-04-22,36.3,26.1,0.5,18.1,87,39,31.2,63.0,4,2020,10.199999999999996,0,0,Summer
2020-04-23,39.6,26.0,0.1,20.5,89,28,32.8,58.5,4,2020,13.600000000000001,0,0,Summer
2020-04-24,36.9,27.7,2.0,17.9,88,40,32.3,64.0,4,2020,9.2,0,0,Summer
2020-04-25,40.5,26.5,0.2,20.1,89,25,33.5,57.0,4,2020,14.0,0,0,Summer
2020-04-26,36.3,25.6,3.9,15.5,94,46,30.95,70.0,4,2020,10.699999999999996,0,0,Summer
2020-04-27,38.8,26.6,0.7,16.6,91,34,32.7,62.5,4,2020,12.199999999999996,0,0,Summer
2020-04-28,34.8,25.8,3.5,15.3,94,54,30.3,74.0,4,2020,8.999999999999996,0,0,Summer
2020-04-29,36.2,26.0,1.4,11.1,94,44,31.1,69.0,4,2020,10.200000000000003,0,0,Summer
2020-04-30,33.5,26.9,15.3,13.4,90,58,30.2,74.0,4,2020,6.600000000000001,0,1,Summer
2020-05-01,37.8,26.0,0.0,16.2,97,32,31.9,64.5,5,2020,11.799999999999997,0,0,Summer
2020-05-02,38.5,26.9,0.0,14.5,93,33,32.7,63.0,5,2020,11.600000000000001,0,0,Summer
2020-05-03,38.2,27.2,0.1,15.0,89,33,32.7,61.0,5,2020,11.000000000000004,0,0,Summer
2020-05-04,39.1,26.1,0.0,16.8,94,26,32.6,60.0,5,2020,13.0,0,0,Summer
2020-05-05,39.0,25.7,0.0,17.8,91,31,32.35,61.0,5,2020,13.3,0,0,Summer
2020-05-06,37.8,27.4,0.0,20.7,89,37,32.599999999999994,63.0,5,2020,10.399999999999999,0,0,Summer
2020-05-07,38.4,27.0,0.1,17.2,86,33,32.7,59.5,5,2020,11.399999999999999,0,0,Summer
2020-05-08,37.8,27.2,0.0,20.0,85,40,32.5,62.5,5,2020,10.599999999999998,0,0,Summer
2020-05-09,38.8,26.9,0.1,17.1,89,34,32.849999999999994,61.5,5,2020,11.899999999999999,0,0,Summer
2020-05-10,39.7,27.3,0.2,18.7,88,28,33.5,58.0,5,2020,12.400000000000002,0,0,Summer
2020-05-11,36.1,27.2,0.9,15.8,90,43,31.65,66.5,5,2020,8.900000000000002,0,0,Summer
2020-05-12,33.3,27.2,4.7,14.9,87,57,30.25,72.0,5,2020,6.099999999999998,0,0,Summer
2020-05-13,35.5,26.3,2.2,17.2,90,49,30.9,69.5,5,2020,9.2,0,0,Summer
2020-05-14,37.4,25.4,0.0,15.2,98,38,31.4,68.0,5,2020,12.0,0,0,Summer
2020-05-15,38.0,26.1,0.0,14.0,90,35,32.05,62.5,5,2020,11.899999999999999,0,0,Summer
2020-05-16,41.2,26.0,1.4,18.0,92,21,33.6,56.5,5,2020,15.200000000000003,0,0,Summer
2020-05-17,39.8,28.1,1.6,19.6,83,28,33.95,55.5,5,2020,11.699999999999996,0,0,Summer
2020-05-18,38.8,26.8,4.2,24.7,85,37,32.8,61.0,5,2020,11.999999999999996,0,0,Summer
2020-05-19,39.7,28.1,0.0,23.2,72,31,33.900000000000006,51.5,5,2020,11.600000000000001,0,0,Summer
2020-05-20,40.5,28.8,0.1,22.4,68,25,34.65,46.5,5,2020,11.7,0,0,Summer
2020-05-21,40.4,28.4,0.0,20.5,69,28,34.4,48.5,5,2020,12.0,0,0,Summer
2020-05-22,40.1,28.8,0.0,18.8,76,28,34.45,52.0,5,2020,11.3,0,0,Summer
2020-05-23,42.4,27.8,0.0,23.3,90,19,35.1,54.5,5,2020,14.599999999999998,0,0,Summer
2020-05-24,42.0,27.8,0.0,19.4,94,20,34.9,57.0,5,2020,14.2,0,0,Summer
2020-05-25,41.9,28.1,0.0,21.9,82,21,35.0,51.5,5,2020,13.799999999999997,0,0,Summer
2020-05-26,41.0,28.6,0.0,20.0,85,27,34.8,56.0,5,2020,12.399999999999999,0,0,Summer
2020-05-27,40.1,29.0,0.3,21.3,87,32,34.55,59.5,5,2020,11.100000000000001,0,0,Summer
2020-05-28,37.0,29.3,1.6,25.0,82,44,33.15,63.0,5,2020,7.699999999999999,0,0,Summer
2020-05-29,39.9,27.1,0.0,20.8,80,30,33.5,55.0,5,2020,12.799999999999997,0,0,Summer
2020-05-30,37.5,28.6,0.0,19.5,79,38,33.05,58.5,5,2020,8.899999999999999,0,0,Summer
2020-05-31,38.0,27.5,1.7,24.7,81,38,32.75,59.5,5,2020,10.5,0,0,Summer
2020-06-01,38.3,28.1,1.9,19.4,75,37,33.2,56.0,6,2020,10.199999999999996,0,0,Monsoon
2020-06-02,38.1,27.5,0.2,25.0,80,35,32.8,57.5,6,2020,10.600000000000001,0,0,Monsoon
2020-06-03,39.3,26.9,0.6,20.2,71,31,33.099999999999994,51.0,6,2020,12.399999999999999,0,0,Monsoon
2020-06-04,39.7,27.4,0.8,19.8,74,32,33.55,53.0,6,2020,12.300000000000004,0,0,Monsoon
2020-06-05,39.0,28.1,13.0,20.9,82,35,33.55,58.5,6,2020,10.899999999999999,0,1,Monsoon
2020-06-06,37.2,27.5,0.5,20.7,83,40,32.35,61.5,6,2020,9.700000000000003,0,0,Monsoon
2020-06-07,38.0,27.5,0.3,24.5,71,33,32.75,52.0,6,2020,10.5,0,0,Monsoon
2020-06-08,38.6,28.5,0.0,18.9,75,26,33.55,50.5,6,2020,10.100000000000001,0,0,Monsoon
2020-06-09,40.2,28.1,0.0,19.6,75,26,34.150000000000006,50.5,6,2020,12.100000000000001,0,0,Monsoon
2020-06-10,38.2,28.1,0.9,22.8,75,32,33.150000000000006,53.5,6,2020,10.100000000000001,0,0,Monsoon
2020-06-11,36.2,27.2,0.1,21.3,76,36,31.700000000000003,56.0,6,2020,9.000000000000004,0,0,Monsoon
2020-06-12,35.4,28.0,0.0,31.3,85,34,31.7,59.5,6,2020,7.399999999999999,0,0,Monsoon
2020-06-13,39.3,26.1,0.4,21.1,92,31,32.7,61.5,6,2020,13.199999999999996,0,0,Monsoon
2020-06-14,38.8,28.0,0.0,28.4,68,33,33.4,50.5,6,2020,10.799999999999997,0,0,Monsoon
2020-06-15,41.0,28.6,0.0,28.5,67,26,34.8,46.5,6,2020,12.399999999999999,0,0,Monsoon
2020-06-16,39.9,28.9,2.8,22.4,81,30,34.4,55.5,6,2020,11.0,0,0,Monsoon
2020-06-17,40.0,28.6,1.0,20.3,85,29,34.3,57.0,6,2020,11.399999999999999,0,0,Monsoon
2020-06-18,39.8,28.4,0.5,26.4,66,28,34.099999999999994,47.0,6,2020,11.399999999999999,0,0,Monsoon
2020-06-19,40.3,27.9,0.3,18.7,67,27,34.099999999999994,47.0,6,2020,12.399999999999999,0,0,Monsoon
2020-06-20,40.1,28.4,1.0,19.1,76,27,34.25,51.5,6,2020,11.700000000000003,0,0,Monsoon
2020-06-21,37.9,28.4,0.9,24.1,66,32,33.15,49.0,6,2020,9.5,0,0,Monsoon
2020-06-22,37.8,27.1,0.0,23.3,72,33,32.45,52.5,6,2020,10.699999999999996,0,0,Monsoon
2020-06-23,37.0,27.9,0.0,19.6,69,34,32.45,51.5,6,2020,9.100000000000001,0,0,Monsoon
2020-06-24,37.1,26.5,1.6,12.8,82,37,31.8,59.5,6,2020,10.600000000000001,0,0,Monsoon
2020-06-25,35.6,26.0,12.0,15.9,86,45,30.8,65.5,6,2020,9.600000000000001,0,1,Monsoon
2020-06-26,36.7,25.4,3.4,18.8,93,41,31.05,67.0,6,2020,11.300000000000004,0,0,Monsoon
2020-06-27,36.7,26.0,0.0,18.3,93,38,31.35,65.5,6,2020,10.700000000000003,0,0,Monsoon
2020-06-28,36.5,27.3,4.0,13.7,89,42,31.9,65.5,6,2020,9.2,0,0,Monsoon
2020-06-29,36.8,26.0,5.5,11.5,96,40,31.4,68.0,6,2020,10.799999999999997,0,0,Monsoon
2020-06-30,37.0,26.6,0.5,20.6,87,33,31.8,60.0,6,2020,10.399999999999999,0,0,Monsoon
2020-07-01,36.1,27.4,0.1,17.0,82,38,31.75,60.0,7,2020,8.700000000000003,0,0,Monsoon
2020-07-02,36.8,27.5,0.1,16.2,75,36,32.15,55.5,7,2020,9.299999999999997,0,0,Monsoon
2020-07-03,34.5,25.5,1.0,22.6,91,39,30.0,65.0,7,2020,9.0,0,0,Monsoon
2020-07-04,36.5,25.6,1.2,19.3,84,39,31.05,61.5,7,2020,10.899999999999999,0,0,Monsoon
2020-07-05,35.6,26.6,0.0,16.2,88,41,31.1,64.5,7,2020,9.0,0,0,Monsoon
2020-07-06,38.2,27.2,1.8,20.2,80,34,32.7,57.0,7,2020,11.000000000000004,0,0,Monsoon
2020-07-07,37.8,27.2,0.8,15.5,72,33,32.5,52.5,7,2020,10.599999999999998,0,0,Monsoon
2020-07-08,36.2,27.2,1.2,13.4,78,37,31.700000000000003,57.5,7,2020,9.000000000000004,0,0,Monsoon
2020-07-09,35.9,26.0,9.3,12.3,86,42,30.95,64.0,7,2020,9.899999999999999,0,0,Monsoon
2020-07-10,34.5,24.2,0.6,13.7,91,44,29.35,67.5,7,2020,10.3,0,0,Monsoon
2020-07-11,35.2,26.0,10.7,14.1,93,43,30.6,68.0,7,2020,9.200000000000003,0,1,Monsoon
2020-07-12,36.3,25.2,2.5,16.4,95,41,30.75,68.0,7,2020,11.099999999999998,0,0,Monsoon
2020-07-13,35.8,26.2,0.0,12.8,85,38,31.0,61.5,7,2020,9.599999999999998,0,0,Monsoon
2020-07-14,36.7,26.6,0.6,13.4,84,37,31.65,60.5,7,2020,10.100000000000001,0,0,Monsoon
2020-07-15,34.5,25.6,0.6,16.8,88,46,30.05,67.0,7,2020,8.899999999999999,0,0,Monsoon
2020-07-16,33.5,27.0,1.8,19.2,88,47,30.25,67.5,7,2020,6.5,0,0,Monsoon
2020-07-17,33.2,26.5,0.0,28.8,74,49,29.85,61.5,7,2020,6.700000000000003,0,0,Monsoon
2020-07-18,34.7,26.2,0.4,14.0,76,44,30.450000000000003,60.0,7,2020,8.500000000000004,0,0,Monsoon
2020-07-19,33.5,26.4,2.4,12.9,83,51,29.95,67.0,7,2020,7.100000000000001,0,0,Monsoon
2020-07-20,32.7,25.0,13.5,18.8,93,58,28.85,75.5,7,2020,7.700000000000003,0,1,Monsoon
2020-07-21,34.7,25.5,0.1,16.1,84,45,30.1,64.5,7,2020,9.200000000000003,0,0,Monsoon
2020-07-22,33.2,25.4,0.8,18.7,88,52,29.3,70.0,7,2020,7.800000000000004,0,0,Monsoon
2020-07-23,35.0,25.6,3.2,20.8,88,46,30.3,67.0,7,2020,9.399999999999999,0,0,Monsoon
2020-07-24,35.4,25.5,2.0,21.4,91,43,30.45,67.0,7,2020,9.899999999999999,0,0,Monsoon
2020-07-25,34.8,26.1,3.9,14.1,84,45,30.45,64.5,7,2020,8.699999999999996,0,0,Monsoon
2020-07-26,35.8,25.6,0.5,12.1,91,38,30.7,64.5,7,2020,10.199999999999996,0,0,Monsoon
2020-07-27,36.2,27.1,0.0,14.7,74,36,31.65,55.0,7,2020,9.100000000000001,0,0,Monsoon
2020-07-28,35.2,26.3,0.8,12.3,81,42,30.75,61.5,7,2020,8.900000000000002,0,0,Monsoon
2020-07-29,31.1,24.6,9.1,18.4,94,58,27.85,76.0,7,2020,6.5,0,0,Monsoon
2020-07-30,35.5,26.1,2.5,21.3,82,43,30.8,62.5,7,2020,9.399999999999999,0,0,Monsoon
2020-07-31,35.2,26.0,6.7,13.7,91,45,30.6,68.0,7,2020,9.200000000000003,0,0,Monsoon
2020-08-01,35.8,25.6,0.2,25.7,84,38,30.7,61.0,8,2020,10.199999999999996,0,0,Monsoon
2020-08-02,32.5,25.8,1.9,24.1,83,49,29.15,66.0,8,2020,6.699999999999999,0,0,Monsoon
2020-08-03,36.2,25.6,0.9,26.2,81,39,30.9,60.0,8,2020,10.600000000000001,0,0,Monsoon
2020-08-04,36.0,27.0,0.0,36.0,70,34,31.5,52.0,8,2020,9.0,0,0,Monsoon
2020-08-05,35.5,26.6,0.0,31.7,67,35,31.05,51.0,8,2020,8.899999999999999,0,0,Monsoon
2020-08-06,36.0,26.7,0.0,31.0,71,38,31.35,54.5,8,2020,9.3,0,0,Monsoon
2020-08-07,36.8,27.8,0.0,28.0,64,38,32.3,51.0,8,2020,8.999999999999996,0,0,Monsoon
2020-08-08,33.6,27.2,1.7,23.0,85,46,30.4,65.5,8,2020,6.400000000000002,0,0,Monsoon
2020-08-09,30.5,24.5,0.4,22.4,90,60,27.5,75.0,8,2020,6.0,0,0,Monsoon
2020-08-10,32.9,24.7,1.0,24.9,87,52,28.8,69.5,8,2020,8.2,0,0,Monsoon
2020-08-11,36.2,26.0,0.5,23.6,78,39,31.1,58.5,8,2020,10.200000000000003,0,0,Monsoon
2020-08-12,36.2,26.2,0.0,23.8,74,37,31.200000000000003,55.5,8,2020,10.000000000000004,0,0,Monsoon
2020-08-13,37.3,26.4,0.0,21.2,79,33,31.85,56.0,8,2020,10.899999999999999,0,0,Monsoon
2020-08-14,37.8,26.8,0.0,22.7,82,32,32.3,57.0,8,2020,10.999999999999996,0,0,Monsoon
2020-08-15,37.5,26.8,0.0,24.0,76,31,32.15,53.5,8,2020,10.7,0,0,Monsoon
2020-08-16,38.5,26.1,0.0,23.3,72,28,32.3,50.0,8,2020,12.399999999999999,0,0,Monsoon
2020-08-17,38.7,27.4,0.0,21.0,67,30,33.05,48.5,8,2020,11.300000000000004,0,0,Monsoon
2020-08-18,38.1,27.4,2.1,21.0,86,32,32.75,59.0,8,2020,10.700000000000003,0,0,Monsoon
2020-08-19,38.8,27.0,0.3,23.0,72,30,32.9,51.0,8,2020,11.799999999999997,0,0,Monsoon
2020-08-20,37.9,27.2,0.0,16.2,74,29,32.55,51.5,8,2020,10.7,0,0,Monsoon
2020-08-21,39.1,26.5,0.5,19.8,82,30,32.8,56.0,8,2020,12.600000000000001,0,0,Monsoon
2020-08-22,37.5,26.6,0.7,17.6,89,37,32.05,63.0,8,2020,10.899999999999999,0,0,Monsoon
2020-08-23,37.3,25.5,4.4,14.8,87,37,31.4,62.0,8,2020,11.799999999999997,0,0,Monsoon
2020-08-24,34.2,25.5,4.5,10.5,93,56,29.85,74.5,8,2020,8.700000000000003,0,0,Monsoon
2020-08-25,33.5,25.2,7.9,12.5,99,58,29.35,78.5,8,2020,8.3,0,0,Monsoon
2020-08-26,33.5,25.4,6.5,11.7,94,55,29.45,74.5,8,2020,8.100000000000001,0,0,Monsoon
2020-08-27,34.8,24.9,2.2,12.3,98,49,29.85,73.5,8,2020,9.899999999999999,0,0,Monsoon
2020-08-28,33.8,24.8,0.1,17.7,95,51,29.3,73.0,8,2020,8.999999999999996,0,0,Monsoon
2020-08-29,35.0,25.6,0.0,14.6,85,42,30.3,63.5,8,2020,9.399999999999999,0,0,Monsoon
2020-08-30,35.7,25.8,1.3,11.3,89,43,30.75,66.0,8,2020,9.900000000000002,0,0,Monsoon
2020-08-31,34.0,25.3,15.8,9.8,94,51,29.65,72.5,8,2020,8.7,0,1,Monsoon
2020-09-01,34.5,24.5,15.6,10.7,98,50,29.5,74.0,9,2020,10.0,0,1,Monsoon
2020-09-02,28.3,24.1,16.6,10.2,97,76,26.200000000000003,86.5,9,2020,4.199999999999999,1,1,Monsoon
2020-09-03,31.9,24.4,3.5,10.6,95,61,28.15,78.0,9,2020,7.5,0,0,Monsoon
